gene,method,split,stratum,n_pairs,accuracy,ci_lo,ci_hi,n_refused,n_predicted
TP53,self-null (same variant),all,all,1470,0.49456,0.46803,0.52109,0,98
TP53,self-null (WT-referenced),all,all,1470,0.47687,0.4517,0.50204,0,98
TP53,split-half measurement,all,all,4753,0.47071,0.46289,0.47849,0,0
TP53,split-half measurement,all,unresolvable,4753,0.47071,0.46298,0.47849,0,0
TP53,split-half measurement,all,unresolvable_xfit,4753,0.45882,0.45048,0.46729,0,0
TP53,Biolord,split1,all,120,0.44833,0.39167,0.50056,0,16
TP53,Biolord,split1,unresolvable,120,0.44833,0.39444,0.50278,0,16
TP53,Biolord,split1,unresolvable_xfit,120,0.45625,0.39685,0.51458,0,16
TP53,Biolord,split2,all,1176,0.53608,0.51989,0.55159,0,49
TP53,Biolord,split2,unresolvable,1176,0.53608,0.5195,0.55218,0,49
TP53,Biolord,split2,unresolvable_xfit,1176,0.52328,0.50702,0.5406,0,49
TP53,Biolord,split3,all,36,0.51667,0.41852,0.61111,0,9
TP53,Biolord,split3,unresolvable,36,0.51667,0.42037,0.6056,0,9
TP53,Biolord,split3,unresolvable_xfit,36,0.51389,0.42014,0.60069,0,9
TP53,Biolord,split6,all,45,0.54963,0.46222,0.62815,0,10
TP53,Biolord,split6,unresolvable,45,0.54963,0.46222,0.62967,0,10
TP53,Biolord,split6,unresolvable_xfit,45,0.55833,0.47222,0.64451,0,10
TP53,CellFlow,split1,all,120,0.565,0.50944,0.61556,0,16
TP53,CellFlow,split1,unresolvable,120,0.565,0.51111,0.61224,0,16
TP53,CellFlow,split1,unresolvable_xfit,120,0.56458,0.50729,0.62292,0,16
TP53,CellFlow,split2,all,1176,0.48934,0.47268,0.50641,0,49
TP53,CellFlow,split2,unresolvable,1176,0.48934,0.47267,0.50542,0,49
TP53,CellFlow,split2,unresolvable_xfit,1176,0.47183,0.45408,0.49001,0,49
TP53,CellFlow,split3,all,36,0.35741,0.27407,0.44444,0,9
TP53,CellFlow,split3,unresolvable,36,0.35741,0.27037,0.44264,0,9
TP53,CellFlow,split3,unresolvable_xfit,36,0.32292,0.23958,0.40972,0,9
TP53,CellFlow,split6,all,45,0.4963,0.40885,0.58074,0,10
TP53,CellFlow,split6,unresolvable,45,0.4963,0.40885,0.58522,0,10
TP53,CellFlow,split6,unresolvable_xfit,45,0.47778,0.38611,0.57222,0,10
TP53,GBoost-esm+theta,split1,all,120,0.52778,0.47388,0.58279,0,16
TP53,GBoost-esm+theta,split1,unresolvable,120,0.52778,0.47276,0.58501,0,16
TP53,GBoost-esm+theta,split1,unresolvable_xfit,120,0.54167,0.48021,0.60208,0,16
TP53,GBoost-esm+theta,split2,all,1176,0.55028,0.53393,0.56718,0,49
TP53,GBoost-esm+theta,split2,unresolvable,1176,0.55028,0.53509,0.56591,0,49
TP53,GBoost-esm+theta,split2,unresolvable_xfit,1176,0.53369,0.51669,0.5507,0,49
TP53,GBoost-esm+theta,split3,all,36,0.47407,0.38333,0.57222,0,9
TP53,GBoost-esm+theta,split3,unresolvable,36,0.47407,0.37963,0.56852,0,9
TP53,GBoost-esm+theta,split3,unresolvable_xfit,36,0.45486,0.35069,0.55911,0,9
TP53,GBoost-esm+theta,split6,all,45,0.61185,0.53333,0.69037,0,10
TP53,GBoost-esm+theta,split6,unresolvable,45,0.61185,0.53185,0.69037,0,10
TP53,GBoost-esm+theta,split6,unresolvable_xfit,45,0.61111,0.525,0.68889,0,10
TP53,GBoost-esm,split1,all,120,0.51056,0.45556,0.56279,0,16
TP53,GBoost-esm,split1,unresolvable,120,0.51056,0.45665,0.56611,0,16
TP53,GBoost-esm,split1,unresolvable_xfit,120,0.51562,0.45622,0.57503,0,16
TP53,GBoost-esm,split2,all,1176,0.56338,0.54725,0.57971,0,49
TP53,GBoost-esm,split2,unresolvable,1176,0.56338,0.54787,0.57917,0,49
TP53,GBoost-esm,split2,unresolvable_xfit,1176,0.54262,0.52572,0.55953,0,49
TP53,GBoost-esm,split3,all,36,0.50185,0.41292,0.58519,0,9
TP53,GBoost-esm,split3,unresolvable,36,0.50185,0.41667,0.59074,0,9
TP53,GBoost-esm,split3,unresolvable_xfit,36,0.47222,0.375,0.56944,0,9
TP53,GBoost-esm,split6,all,45,0.61333,0.5363,0.68593,0,10
TP53,GBoost-esm,split6,unresolvable,45,0.61333,0.53333,0.69185,0,10
TP53,GBoost-esm,split6,unresolvable_xfit,45,0.60556,0.525,0.68889,0,10
TP53,GBoost-theta,split1,all,120,0.33528,0.28499,0.3853,0,16
TP53,GBoost-theta,split1,unresolvable,120,0.33528,0.28138,0.38472,0,16
TP53,GBoost-theta,split1,unresolvable_xfit,120,0.36042,0.30729,0.41354,0,16
TP53,GBoost-theta,split2,all,1176,0.49898,0.48328,0.51497,0,49
TP53,GBoost-theta,split2,unresolvable,1176,0.49898,0.48222,0.51562,0,49
TP53,GBoost-theta,split2,unresolvable_xfit,1176,0.48969,0.47268,0.50702,0,49
TP53,GBoost-theta,split3,all,36,0.39259,0.31481,0.46481,0,9
TP53,GBoost-theta,split3,unresolvable,36,0.39259,0.32037,0.47037,0,9
TP53,GBoost-theta,split3,unresolvable_xfit,36,0.39931,0.31597,0.48958,0,9
TP53,GBoost-theta,split6,all,45,0.27778,0.21111,0.34743,0,10
TP53,GBoost-theta,split6,unresolvable,45,0.27778,0.2133,0.34594,0,10
TP53,GBoost-theta,split6,unresolvable_xfit,45,0.325,0.24444,0.4,0,10
TP53,Gene-mean,split1,all,120,0.5,0.5,0.5,0,16
TP53,Gene-mean,split1,unresolvable,120,0.5,0.5,0.5,0,16
TP53,Gene-mean,split1,unresolvable_xfit,120,0.5,0.5,0.5,0,16
TP53,Gene-mean,split2,all,1176,0.5,0.5,0.5,0,49
TP53,Gene-mean,split2,unresolvable,1176,0.5,0.5,0.5,0,49
TP53,Gene-mean,split2,unresolvable_xfit,1176,0.5,0.5,0.5,0,49
TP53,Gene-mean,split3,all,36,0.5,0.5,0.5,0,9
TP53,Gene-mean,split3,unresolvable,36,0.5,0.5,0.5,0,9
TP53,Gene-mean,split3,unresolvable_xfit,36,0.5,0.5,0.5,0,9
TP53,Gene-mean,split6,all,45,0.5,0.5,0.5,0,10
TP53,Gene-mean,split6,unresolvable,45,0.5,0.5,0.5,0,10
TP53,Gene-mean,split6,unresolvable_xfit,45,0.5,0.5,0.5,0,10
TP53,KNN-esm+theta,split1,all,120,0.46194,0.41053,0.51111,0,16
TP53,KNN-esm+theta,split1,unresolvable,120,0.46194,0.4125,0.51112,0,16
TP53,KNN-esm+theta,split1,unresolvable_xfit,120,0.49167,0.4375,0.54583,0,16
TP53,KNN-esm+theta,split2,all,1176,0.42761,0.41239,0.44346,0,49
TP53,KNN-esm+theta,split2,unresolvable,1176,0.42761,0.41134,0.44317,0,49
TP53,KNN-esm+theta,split2,unresolvable_xfit,1176,0.4172,0.40072,0.43336,0,49
TP53,KNN-esm+theta,split3,all,36,0.38148,0.29444,0.46852,0,9
TP53,KNN-esm+theta,split3,unresolvable,36,0.38148,0.29074,0.47968,0,9
TP53,KNN-esm+theta,split3,unresolvable_xfit,36,0.35417,0.25694,0.45139,0,9
TP53,KNN-esm+theta,split6,all,45,0.48815,0.4022,0.56815,0,10
TP53,KNN-esm+theta,split6,unresolvable,45,0.48815,0.40665,0.57037,0,10
TP53,KNN-esm+theta,split6,unresolvable_xfit,45,0.52222,0.42778,0.62222,0,10
TP53,KNN-esm,split1,all,120,0.52194,0.47804,0.56751,0,16
TP53,KNN-esm,split1,unresolvable,120,0.52194,0.47777,0.56528,0,16
TP53,KNN-esm,split1,unresolvable_xfit,120,0.53021,0.48438,0.57812,0,16
TP53,KNN-esm,split2,all,1176,0.43654,0.421,0.45173,0,49
TP53,KNN-esm,split2,unresolvable,1176,0.43654,0.42205,0.45147,0,49
TP53,KNN-esm,split2,unresolvable_xfit,1176,0.42581,0.41008,0.44207,0,49
TP53,KNN-esm,split3,all,36,0.56667,0.47963,0.65185,0,9
TP53,KNN-esm,split3,unresolvable,36,0.56667,0.47963,0.64815,0,9
TP53,KNN-esm,split3,unresolvable_xfit,36,0.54167,0.45486,0.63542,0,9
TP53,KNN-esm,split6,all,45,0.56889,0.49107,0.64741,0,10
TP53,KNN-esm,split6,unresolvable,45,0.56889,0.49185,0.64817,0,10
TP53,KNN-esm,split6,unresolvable_xfit,45,0.56667,0.48056,0.65,0,10
TP53,KNN-theta,split1,all,120,0.45972,0.4086,0.50889,0,16
TP53,KNN-theta,split1,unresolvable,120,0.45972,0.41139,0.51167,0,16
TP53,KNN-theta,split1,unresolvable_xfit,120,0.48958,0.43854,0.54167,0,16
TP53,KNN-theta,split2,all,1176,0.4396,0.42491,0.4551,0,49
TP53,KNN-theta,split2,unresolvable,1176,0.4396,0.42472,0.45508,0,49
TP53,KNN-theta,split2,unresolvable_xfit,1176,0.4307,0.41454,0.44664,0,49
TP53,KNN-theta,split3,all,36,0.32593,0.2481,0.41111,0,9
TP53,KNN-theta,split3,unresolvable,36,0.32593,0.25181,0.41481,0,9
TP53,KNN-theta,split3,unresolvable_xfit,36,0.31944,0.23264,0.41667,0,9
TP53,KNN-theta,split6,all,45,0.48815,0.4022,0.57259,0,10
TP53,KNN-theta,split6,unresolvable,45,0.48815,0.40443,0.56817,0,10
TP53,KNN-theta,split6,unresolvable_xfit,45,0.52222,0.43056,0.61944,0,10
TP53,Lasso-esm+theta,split1,all,120,0.42722,0.37305,0.48417,0,16
TP53,Lasso-esm+theta,split1,unresolvable,120,0.42722,0.3736,0.48612,0,16
TP53,Lasso-esm+theta,split1,unresolvable_xfit,120,0.43438,0.37708,0.49167,0,16
TP53,Lasso-esm+theta,split2,all,1176,0.54524,0.52851,0.56049,0,49
TP53,Lasso-esm+theta,split2,unresolvable,1176,0.54524,0.52973,0.56074,0,49
TP53,Lasso-esm+theta,split2,unresolvable_xfit,1176,0.53869,0.52179,0.55475,0,49
TP53,Lasso-esm+theta,split3,all,36,0.4,0.31296,0.49444,0,9
TP53,Lasso-esm+theta,split3,unresolvable,36,0.4,0.31477,0.48889,0,9
TP53,Lasso-esm+theta,split3,unresolvable_xfit,36,0.41667,0.32639,0.50694,0,9
TP53,Lasso-esm+theta,split6,all,45,0.40296,0.32074,0.48893,0,10
TP53,Lasso-esm+theta,split6,unresolvable,45,0.40296,0.3163,0.49483,0,10
TP53,Lasso-esm+theta,split6,unresolvable_xfit,45,0.4,0.31667,0.48896,0,10
TP53,Lasso-esm,split1,all,120,0.5,0.5,0.5,0,16
TP53,Lasso-esm,split1,unresolvable,120,0.5,0.5,0.5,0,16
TP53,Lasso-esm,split1,unresolvable_xfit,120,0.5,0.5,0.5,0,16
TP53,Lasso-esm,split2,all,1176,0.5,0.5,0.5,0,49
TP53,Lasso-esm,split2,unresolvable,1176,0.5,0.5,0.5,0,49
TP53,Lasso-esm,split2,unresolvable_xfit,1176,0.5,0.5,0.5,0,49
TP53,Lasso-esm,split3,all,36,0.5,0.5,0.5,0,9
TP53,Lasso-esm,split3,unresolvable,36,0.5,0.5,0.5,0,9
TP53,Lasso-esm,split3,unresolvable_xfit,36,0.5,0.5,0.5,0,9
TP53,Lasso-esm,split6,all,45,0.5,0.5,0.5,0,10
TP53,Lasso-esm,split6,unresolvable,45,0.5,0.5,0.5,0,10
TP53,Lasso-esm,split6,unresolvable_xfit,45,0.5,0.5,0.5,0,10
TP53,Lasso-theta,split1,all,120,0.42722,0.37277,0.4864,0,16
TP53,Lasso-theta,split1,unresolvable,120,0.42722,0.37054,0.48389,0,16
TP53,Lasso-theta,split1,unresolvable_xfit,120,0.43438,0.37812,0.48958,0,16
TP53,Lasso-theta,split2,all,1176,0.54524,0.52928,0.5608,0,49
TP53,Lasso-theta,split2,unresolvable,1176,0.54524,0.52933,0.56157,0,49
TP53,Lasso-theta,split2,unresolvable_xfit,1176,0.53869,0.52242,0.55527,0,49
TP53,Lasso-theta,split3,all,36,0.4,0.31667,0.48894,0,9
TP53,Lasso-theta,split3,unresolvable,36,0.4,0.31477,0.48704,0,9
TP53,Lasso-theta,split3,unresolvable_xfit,36,0.41667,0.31944,0.51389,0,9
TP53,Lasso-theta,split6,all,45,0.40296,0.31852,0.48444,0,10
TP53,Lasso-theta,split6,unresolvable,45,0.40296,0.317,0.48667,0,10
TP53,Lasso-theta,split6,unresolvable_xfit,45,0.4,0.31667,0.48611,0,10
TP53,MLP-esm+theta,split1,all,120,0.49444,0.44388,0.54668,0,16
TP53,MLP-esm+theta,split1,unresolvable,120,0.49444,0.44278,0.54501,0,16
TP53,MLP-esm+theta,split1,unresolvable_xfit,120,0.50833,0.44583,0.56563,0,16
TP53,MLP-esm+theta,split2,all,1176,0.53231,0.51573,0.54739,0,49
TP53,MLP-esm+theta,split2,unresolvable,1176,0.53231,0.51613,0.54858,0,49
TP53,MLP-esm+theta,split2,unresolvable_xfit,1176,0.52849,0.5119,0.5455,0,49
TP53,MLP-esm+theta,split3,all,36,0.52037,0.44444,0.5963,0,9
TP53,MLP-esm+theta,split3,unresolvable,36,0.52037,0.44625,0.59444,0,9
TP53,MLP-esm+theta,split3,unresolvable_xfit,36,0.52083,0.44444,0.59722,0,9
TP53,MLP-esm+theta,split6,all,45,0.48593,0.41481,0.55852,0,10
TP53,MLP-esm+theta,split6,unresolvable,45,0.48593,0.4163,0.55704,0,10
TP53,MLP-esm+theta,split6,unresolvable_xfit,45,0.50278,0.41944,0.58333,0,10
TP53,MLP-esm,split1,all,120,0.495,0.43389,0.55335,0,16
TP53,MLP-esm,split1,unresolvable,120,0.495,0.43278,0.55057,0,16
TP53,MLP-esm,split1,unresolvable_xfit,120,0.50625,0.44688,0.56563,0,16
TP53,MLP-esm,split2,all,1176,0.51293,0.49509,0.52982,0,49
TP53,MLP-esm,split2,unresolvable,1176,0.51293,0.49529,0.53059,0,49
TP53,MLP-esm,split2,unresolvable_xfit,1176,0.51074,0.49277,0.52849,0,49
TP53,MLP-esm,split3,all,36,0.42222,0.32778,0.52412,0,9
TP53,MLP-esm,split3,unresolvable,36,0.42222,0.32593,0.52037,0,9
TP53,MLP-esm,split3,unresolvable_xfit,36,0.38542,0.28819,0.47917,0,9
TP53,MLP-esm,split6,all,45,0.43407,0.3437,0.53037,0,10
TP53,MLP-esm,split6,unresolvable,45,0.43407,0.3363,0.52889,0,10
TP53,MLP-esm,split6,unresolvable_xfit,45,0.48056,0.38611,0.57507,0,10
TP53,MLP-theta,split1,all,120,0.57806,0.52887,0.62835,0,16
TP53,MLP-theta,split1,unresolvable,120,0.57806,0.53054,0.62723,0,16
TP53,MLP-theta,split1,unresolvable_xfit,120,0.59062,0.53747,0.64167,0,16
TP53,MLP-theta,split2,all,1176,0.51417,0.49787,0.53118,0,49
TP53,MLP-theta,split2,unresolvable,1176,0.51417,0.4977,0.5305,0,49
TP53,MLP-theta,split2,unresolvable_xfit,1176,0.50361,0.48586,0.52158,0,49
TP53,MLP-theta,split3,all,36,0.55741,0.47958,0.63519,0,9
TP53,MLP-theta,split3,unresolvable,36,0.55741,0.47963,0.63333,0,9
TP53,MLP-theta,split3,unresolvable_xfit,36,0.5,0.41658,0.58689,0,9
TP53,MLP-theta,split6,all,45,0.48815,0.40961,0.56741,0,10
TP53,MLP-theta,split6,unresolvable,45,0.48815,0.41481,0.56148,0,10
TP53,MLP-theta,split6,unresolvable_xfit,45,0.46389,0.39167,0.53889,0,10
TP53,PerturbNet,split1,all,120,0.56667,0.51389,0.62,0,16
TP53,PerturbNet,split1,unresolvable,120,0.56667,0.51387,0.62278,0,16
TP53,PerturbNet,split1,unresolvable_xfit,120,0.58021,0.52185,0.63854,0,16
TP53,PerturbNet,split2,all,1176,0.51224,0.4958,0.52925,0,49
TP53,PerturbNet,split2,unresolvable,1176,0.51224,0.49575,0.52829,0,49
TP53,PerturbNet,split2,unresolvable_xfit,1176,0.51488,0.49681,0.53115,0,49
TP53,PerturbNet,split3,all,36,0.58519,0.5,0.66296,0,9
TP53,PerturbNet,split3,unresolvable,36,0.58519,0.4963,0.67037,0,9
TP53,PerturbNet,split3,unresolvable_xfit,36,0.57639,0.47917,0.67014,0,9
TP53,PerturbNet,split6,all,45,0.45185,0.37037,0.53481,0,10
TP53,PerturbNet,split6,unresolvable,45,0.45185,0.37481,0.53481,0,10
TP53,PerturbNet,split6,unresolvable_xfit,45,0.46667,0.375,0.55833,0,10
TP53,RF-esm+theta,split1,all,120,0.42722,0.37444,0.48111,0,16
TP53,RF-esm+theta,split1,unresolvable,120,0.42722,0.37332,0.47946,0,16
TP53,RF-esm+theta,split1,unresolvable_xfit,120,0.42812,0.37396,0.48646,0,16
TP53,RF-esm+theta,split2,all,1176,0.44059,0.42398,0.45646,0,49
TP53,RF-esm+theta,split2,unresolvable,1176,0.44059,0.4246,0.45548,0,49
TP53,RF-esm+theta,split2,unresolvable_xfit,1176,0.43134,0.41401,0.44887,0,49
TP53,RF-esm+theta,split3,all,36,0.57593,0.48148,0.65926,0,9
TP53,RF-esm+theta,split3,unresolvable,36,0.57593,0.49259,0.66667,0,9
TP53,RF-esm+theta,split3,unresolvable_xfit,36,0.59375,0.49653,0.68759,0,9
TP53,RF-esm+theta,split6,all,45,0.48148,0.38811,0.57037,0,10
TP53,RF-esm+theta,split6,unresolvable,45,0.48148,0.38667,0.57481,0,10
TP53,RF-esm+theta,split6,unresolvable_xfit,45,0.48611,0.38604,0.5834,0,10
TP53,RF-esm,split1,all,120,0.56722,0.51053,0.62001,0,16
TP53,RF-esm,split1,unresolvable,120,0.56722,0.51332,0.62335,0,16
TP53,RF-esm,split1,unresolvable_xfit,120,0.58333,0.52396,0.64271,0,16
TP53,RF-esm,split2,all,1176,0.52489,0.50867,0.54167,0,49
TP53,RF-esm,split2,unresolvable,1176,0.52489,0.50762,0.54085,0,49
TP53,RF-esm,split2,unresolvable_xfit,1176,0.50818,0.49086,0.52679,0,49
TP53,RF-esm,split3,all,36,0.45556,0.36481,0.55,0,9
TP53,RF-esm,split3,unresolvable,36,0.45556,0.36481,0.55,0,9
TP53,RF-esm,split3,unresolvable_xfit,36,0.41319,0.30903,0.51389,0,9
TP53,RF-esm,split6,all,45,0.54963,0.45778,0.63704,0,10
TP53,RF-esm,split6,unresolvable,45,0.54963,0.46222,0.64,0,10
TP53,RF-esm,split6,unresolvable_xfit,45,0.575,0.48056,0.66389,0,10
TP53,RF-theta,split1,all,120,0.39139,0.34306,0.4439,0,16
TP53,RF-theta,split1,unresolvable,120,0.39139,0.33916,0.44224,0,16
TP53,RF-theta,split1,unresolvable_xfit,120,0.425,0.37083,0.47708,0,16
TP53,RF-theta,split2,all,1176,0.49932,0.48347,0.51483,0,49
TP53,RF-theta,split2,unresolvable,1176,0.49932,0.4836,0.5148,0,49
TP53,RF-theta,split2,unresolvable_xfit,1176,0.48161,0.46492,0.49873,0,49
TP53,RF-theta,split3,all,36,0.45,0.37222,0.52222,0,9
TP53,RF-theta,split3,unresolvable,36,0.45,0.37407,0.52222,0,9
TP53,RF-theta,split3,unresolvable_xfit,36,0.45486,0.36806,0.54167,0,9
TP53,RF-theta,split6,all,45,0.33407,0.26146,0.40817,0,10
TP53,RF-theta,split6,unresolvable,45,0.33407,0.26444,0.41039,0,10
TP53,RF-theta,split6,unresolvable_xfit,45,0.40556,0.32771,0.4834,0,10
TP53,Ridge-esm+theta,split1,all,120,0.57278,0.52221,0.62446,0,16
TP53,Ridge-esm+theta,split1,unresolvable,120,0.57278,0.52056,0.62444,0,16
TP53,Ridge-esm+theta,split1,unresolvable_xfit,120,0.53958,0.48854,0.59271,0,16
TP53,Ridge-esm+theta,split2,all,1176,0.5093,0.49277,0.52554,0,49
TP53,Ridge-esm+theta,split2,unresolvable,1176,0.5093,0.49322,0.52475,0,49
TP53,Ridge-esm+theta,split2,unresolvable_xfit,1176,0.49564,0.47949,0.51148,0,49
TP53,Ridge-esm+theta,split3,all,36,0.4537,0.37222,0.53519,0,9
TP53,Ridge-esm+theta,split3,unresolvable,36,0.4537,0.36852,0.54074,0,9
TP53,Ridge-esm+theta,split3,unresolvable_xfit,36,0.40278,0.3125,0.5,0,9
TP53,Ridge-esm+theta,split6,all,45,0.56593,0.48296,0.64593,0,10
TP53,Ridge-esm+theta,split6,unresolvable,45,0.56593,0.49033,0.64593,0,10
TP53,Ridge-esm+theta,split6,unresolvable_xfit,45,0.51667,0.43333,0.59722,0,10
TP53,Ridge-esm,split1,all,120,0.49056,0.43722,0.54501,0,16
TP53,Ridge-esm,split1,unresolvable,120,0.49056,0.43888,0.54279,0,16
TP53,Ridge-esm,split1,unresolvable_xfit,120,0.48854,0.43646,0.54583,0,16
TP53,Ridge-esm,split2,all,1176,0.4945,0.47934,0.50936,0,49
TP53,Ridge-esm,split2,unresolvable,1176,0.4945,0.47883,0.51097,0,49
TP53,Ridge-esm,split2,unresolvable_xfit,1176,0.46864,0.45185,0.4847,0,49
TP53,Ridge-esm,split3,all,36,0.54074,0.46296,0.61852,0,9
TP53,Ridge-esm,split3,unresolvable,36,0.54074,0.45926,0.61667,0,9
TP53,Ridge-esm,split3,unresolvable_xfit,36,0.48958,0.40269,0.56944,0,9
TP53,Ridge-esm,split6,all,45,0.45778,0.3733,0.54226,0,10
TP53,Ridge-esm,split6,unresolvable,45,0.45778,0.37774,0.54222,0,10
TP53,Ridge-esm,split6,unresolvable_xfit,45,0.47222,0.38049,0.56111,0,10
TP53,Ridge-theta,split1,all,120,0.57861,0.5236,0.63224,0,16
TP53,Ridge-theta,split1,unresolvable,120,0.57861,0.52527,0.62833,0,16
TP53,Ridge-theta,split1,unresolvable_xfit,120,0.54479,0.49062,0.59583,0,16
TP53,Ridge-theta,split2,all,1176,0.51349,0.49799,0.52851,0,49
TP53,Ridge-theta,split2,unresolvable,1176,0.51349,0.49776,0.52934,0,49
TP53,Ridge-theta,split2,unresolvable_xfit,1176,0.49904,0.48289,0.51456,0,49
TP53,Ridge-theta,split3,all,36,0.45,0.36667,0.53704,0,9
TP53,Ridge-theta,split3,unresolvable,36,0.45,0.36296,0.53708,0,9
TP53,Ridge-theta,split3,unresolvable_xfit,36,0.41667,0.32292,0.51042,0,9
TP53,Ridge-theta,split6,all,45,0.57259,0.48889,0.65111,0,10
TP53,Ridge-theta,split6,unresolvable,45,0.57259,0.49111,0.65037,0,10
TP53,Ridge-theta,split6,unresolvable_xfit,45,0.53056,0.45,0.61389,0,10
TP53,WT-null,split1,all,120,0.5,0.5,0.5,0,16
TP53,WT-null,split1,unresolvable,120,0.5,0.5,0.5,0,16
TP53,WT-null,split1,unresolvable_xfit,120,0.5,0.5,0.5,0,16
TP53,WT-null,split2,all,1176,0.5,0.5,0.5,0,49
TP53,WT-null,split2,unresolvable,1176,0.5,0.5,0.5,0,49
TP53,WT-null,split2,unresolvable_xfit,1176,0.5,0.5,0.5,0,49
TP53,WT-null,split3,all,36,0.5,0.5,0.5,0,9
TP53,WT-null,split3,unresolvable,36,0.5,0.5,0.5,0,9
TP53,WT-null,split3,unresolvable_xfit,36,0.5,0.5,0.5,0,9
TP53,WT-null,split6,all,45,0.5,0.5,0.5,0,10
TP53,WT-null,split6,unresolvable,45,0.5,0.5,0.5,0,10
TP53,WT-null,split6,unresolvable_xfit,45,0.5,0.5,0.5,0,10
TP53,scGen,split1,all,120,0.54889,0.49333,0.60278,0,16
TP53,scGen,split1,unresolvable,120,0.54889,0.49332,0.605,0,16
TP53,scGen,split1,unresolvable_xfit,120,0.5625,0.50729,0.61354,0,16
TP53,scGen,split2,all,1176,0.52911,0.51321,0.54476,0,49
TP53,scGen,split2,unresolvable,1176,0.52911,0.51267,0.54464,0,49
TP53,scGen,split2,unresolvable_xfit,1176,0.5219,0.50415,0.53901,0,49
TP53,scGen,split3,all,36,0.51852,0.44444,0.5963,0,9
TP53,scGen,split3,unresolvable,36,0.51852,0.4481,0.58889,0,9
TP53,scGen,split3,unresolvable_xfit,36,0.52431,0.43056,0.61806,0,9
TP53,scGen,split6,all,45,0.49333,0.40885,0.58222,0,10
TP53,scGen,split6,unresolvable,45,0.49333,0.40593,0.57333,0,10
TP53,scGen,split6,unresolvable_xfit,45,0.51111,0.425,0.60278,0,10
TP53,scVIDR,split1,all,120,0.56944,0.51444,0.625,0,16
TP53,scVIDR,split1,unresolvable,120,0.56944,0.51444,0.62168,0,16
TP53,scVIDR,split1,unresolvable_xfit,120,0.57812,0.52396,0.63333,0,16
TP53,scVIDR,split2,all,1176,0.50901,0.49294,0.52438,0,49
TP53,scVIDR,split2,unresolvable,1176,0.50901,0.49388,0.52472,0,49
TP53,scVIDR,split2,unresolvable_xfit,1176,0.50404,0.48788,0.52147,0,49
TP53,scVIDR,split3,all,36,0.47037,0.38519,0.55,0,9
TP53,scVIDR,split3,unresolvable,36,0.47037,0.38889,0.55556,0,9
TP53,scVIDR,split3,unresolvable_xfit,36,0.48264,0.37847,0.57639,0,9
TP53,scVIDR,split6,all,45,0.51259,0.42663,0.59707,0,10
TP53,scVIDR,split6,unresolvable,45,0.51259,0.43259,0.59556,0,10
TP53,scVIDR,split6,unresolvable_xfit,45,0.54722,0.46667,0.63333,0,10
KRAS,self-null (same variant),all,all,1380,0.49203,0.46667,0.51812,0,92
KRAS,self-null (WT-referenced),all,all,1380,0.51159,0.48623,0.53841,0,92
